frame1(1).jpg,Down,148.93027,133.23178,-115.41757,149.9722,130.36591,-108.75311,150.98878,130.34609,-108.75854,152.02766,130.30607,-108.73502,146.96027,130.38464,-110.79688,145.79123,130.30871,-110.75505,144.61714,130.25967,-110.74389,152.55266,131.18346,-67.39857,142.26519,131.10025,-76.71824,150.46952,135.70085,-99.85597,146.27989,135.60441,-102.451,156.8571,142.82972,-34.47618,130.84473,144.00797,-65.66537,160.56521,157.16377,-54.98338,122.55339,162.28018,-90.18427,170.09895,162.76696,-136.25158,122.02824,175.15289,-136.18305,174.4047,164.70142,-153.07807,120.78601,179.88543,-151.36615,173.77231,163.32154,-160.96195,123.78679,177.88378,-157.83756,171.40056,163.34159,-142.41701,124.91178,176.22879,-140.03929,146.75726,174.31583,10.3271,130.38938,175.95252,-10.19966,168.08516,186.49921,-75.17282,130.31878,186.3126,-119.34356,155.91908,203.38579,10.36025,124.91801,204.97381,-28.46372,150.53304,204.80935,17.24643,124.19111,206.19723,-20.60439,162.13507,217.04212,-6.91065,125.19325,218.08575,-49.43326
frame1(10).jpg,Down,116.40869,118.22287,-53.10443,117.43189,117.06345,-48.70266,118.00158,117.24925,-48.68257,118.58577,117.42693,-48.67654,115.63517,116.572,-50.29123,114.95317,116.35154,-50.26609,114.26856,116.15828,-50.26047,118.64268,118.45702,-21.87006,112.62666,116.81135,-30.33219,116.87572,120.41015,-43.05598,114.51106,119.71225,-45.31242,121.70149,126.58407,-8.71421,105.17794,125.3868,-36.0695,132.22312,129.01788,-25.7649,107.14871,132.37394,-79.82091,142.52297,129.99318,-57.36231,115.75854,135.3856,-115.6098,146.71851,130.0988,-65.06985,116.87055,137.1786,-126.71163,145.0617,130.04083,-69.0976,118.7848,136.34612,-126.0741,143.40233,130.54379,-60.38485,118.1183,136.52474,-116.21476,116.82526,152.37434,6.93923,106.10541,151.83315,-6.89558,125.51255,162.73549,-28.54335,103.97772,157.35184,-83.2623,121.46687,173.45462,32.31473,102.01074,175.71554,-38.998,118.99415,175.86674,37.19514,101.70066,178.89253,-36.06617,126.3483,177.83613,19.29344,102.48383,182.40146,-61.17551
frame1(11).jpg,Down,153.97,135.3645,-88.79041,153.30252,132.81476,-81.90025,153.72244,132.80054,-81.89133,154.18242,132.77555,-81.87753,151.37564,132.8828,-88.28478,150.43561,132.84843,-88.25644,149.50659,132.8373,-88.27541,152.448,133.45729,-45.47631,146.10998,133.38922,-73.96243,153.93555,137.65773,-75.2086,151.56014,137.67657,-83.34355,155.43864,145.80339,-11.51729,134.32382,146.09374,-77.65269,159.76625,161.81354,-11.54833,127.66276,167.8946,-95.35935,171.33301,166.25706,-65.09274,140.2726,176.51465,-117.67873,176.52072,167.26267,-73.47219,143.0031,179.86784,-130.49699,176.35477,166.51293,-80.84345,145.69758,176.71567,-131.61527,173.55469,166.76904,-70.27609,144.76441,175.64227,-118.34797,142.64927,174.58607,20.49331,127.56508,177.52473,-20.42028,167.45159,182.96117,6.28955,139.69659,189.44705,-103.4499,153.67679,199.14503,73.50001,127.76616,216.38164,-48.23716,148.42308,201.1632,79.67114,124.42534,219.28818,-43.98768,161.174,210.76068,74.15262,131.85255,227.82425,-69.45582
frame1(12).jpg,Down,161.16464,118.57751,-93.10212,162.81218,116.43978,-89.05164,163.76395,116.49192,-89.02805,164.72956,116.52625,-89.00093,160.14464,116.35577,-88.18762,159.23989,116.28755,-88.16978,158.32422,116.24464,-88.18605,166.56485,117.7445,-57.34524,157.46829,117.32479,-54.31969,162.9975,121.18101,-81.00217,159.54995,120.98031,-80.04249,173.61758,129.02909,-42.89304,151.33945,127.37677,-36.59882,181.29973,138.37454,-77.95465,146.45377,139.15241,-75.33048,178.19488,146.2451,-137.55438,144.60901,145.01696,-148.09043,178.80407,149.10881,-152.53111,143.34088,147.80935,-163.36182,175.65163,148.26881,-154.0016,145.61607,146.13276,-166.44711,175.19377,147.5965,-139.93691,147.02546,145.83103,-150.75887,169.38003,156.00272,-1.09367,155.9642,155.32944,1.18281,175.80368,167.66934,-83.85018,143.52677,168.77207,-92.72314,171.80795,177.57601,1.12464,148.53403,179.9524,-1.02378,169.84967,178.42103,8.22082,150.77155,181.0383,6.98053,173.24136,186.70123,-18.69714,146.18638,189.08357,-22.34158
frame1(13).jpg,Down,53.24498,132.47684,-118.13037,53.90411,129.7979,-109.89256,54.99703,129.94491,-109.88376,56.1019,130.06826,-109.91851,50.39798,129.57441,-113.72169,48.86158,129.46276,-113.66888,47.31506,129.39989,-113.68501,55.59805,132.31709,-64.03437,43.33797,131.57614,-79.51788,54.39119,136.54184,-101.2466,49.57692,136.11074,-105.45687,64.14691,148.96513,-52.31308,32.02805,148.25805,-82.72077,85.07131,155.61527,-96.20359,29.36319,160.72278,-173.13355,89.37641,165.87876,-145.55246,37.45182,160.71099,-247.90957,92.74267,167.784,-155.9332,36.28241,160.48088,-262.6376,88.26231,167.76903,-155.84299,39.98992,160.18603,-258.81399,86.68764,168.48371,-147.39841,40.88958,161.61565,-248.00378,57.11595,191.37868,7.87145,35.84031,190.84815,-7.79851,80.63313,203.67426,-86.49797,26.83808,194.28681,-138.21753,47.32276,200.63,-2.29987,29.27343,220.38755,-95.54189,41.57086,196.89967,6.13773,30.00391,223.66166,-92.44935,40.76258,206.83991,-12.98799,31.72372,228.02578,-131.51584
frame1(14).jpg,Down,174.96817,122.69314,-77.8042,175.86475,119.26193,-70.31077,177.26661,119.05992,-70.2832,178.69739,118.84616,-70.27977,171.70215,119.94789,-71.48268,170.06274,120.16877,-71.4675,168.41687,120.41969,-71.51592,179.80482,121.14299,-27.45,165.56754,123.25785,-31.74034,177.71077,126.3902,-62.15537,171.99914,127.20788,-63.3281,187.23625,140.98679,-5.36968,157.11727,140.06144,-21.89029,191.05994,159.57253,-37.25308,148.52106,153.70719,-76.76151,200.71574,166.47189,-127.77163,145.23773,160.35543,-181.14672,204.97519,170.1126,-144.75845,141.64251,164.96188,-202.01847,203.38014,167.5855,-153.40183,146.36125,162.84624,-207.41376,200.93535,166.62927,-134.18562,148.61886,161.89053,-185.52818,179.52857,186.56301,3.84463,159.88342,186.6524,-3.62577,201.61925,204.95301,-92.56074,150.37511,204.62024,-95.35704,188.22307,226.76717,-0.21127,153.3408,234.2769,-19.52767,183.01898,228.51733,8.05894,154.47599,237.2552,-12.92238,193.79645,240.39034,-16.52613,153.10611,248.64825,-47.59489
frame1(15).jpg,Down,73.51298,131.45243,-160.34709,74.94042,128.74675,-159.54572,75.80754,128.57445,-159.54265,76.6759,128.3729,-159.5148,72.64379,129.11322,-156.06364,71.97688,129.11858,-156.02151,71.30659,129.15165,-155.99154,79.51751,127.47728,-134.16033,71.70658,128.72623,-118.87396,76.01707,132.90236,-149.71658,73.51468,133.19267,-145.27843,92.19362,134.38167,-110.43129,68.77142,136.93197,-81.16214,100.08717,149.44887,-114.79719,60.493,150.64789,-85.56585,103.94631,165.66594,-135.57392,55.65961,164.62426,-127.98157,106.55554,169.46847,-147.05981,52.19188,168.99327,-137.84393,103.72496,170.35551,-152.27629,55.48198,168.71936,-146.633,102.08395,169.19617,-137.58471,57.91159,167.69162,-132.40322,95.19124,156.9486,-9.40451,81.8273,157.36221,9.48983,91.80695,173.84188,-95.99487,74.50832,172.96766,-64.35169,88.87946,197.55652,-45.03364,76.34532,192.54219,6.14046,88.92521,200.90664,-41.56069,78.95715,195.87332,11.11848,85.54816,206.96538,-80.38332,71.10009,200.86624,-24.0443
frame1(16).jpg,Down,33.24357,120.61224,-66.6626,35.1811,118.31311,-65.13785,35.9614,118.26654,-65.16253,36.72997,118.20347,-65.19595,33.22272,118.52788,-59.9317,32.72898,118.51711,-59.85548,32.23179,118.52677,-59.78289,39.3061,119.56925,-50.17511,33.69833,119.56295,-25.29714,35.31698,123.15338,-61.26698,32.972,123.19801,-53.89153,50.0094,132.84526,-51.3602,30.94708,134.0101,4.35429,60.08101,150.66601,-67.12321,28.12045,149.68117,-9.86371,44.50594,152.67026,-92.9835,16.0444,150.90125,-72.20648,39.88428,155.52118,-102.33512,12.52286,151.66951,-79.53038,39.01714,150.88241,-102.92927,10.90474,150.272,-85.1367,40.5561,150.43534,-92.21823,13.30266,150.04976,-76.11527,51.971,162.38802,-20.28161,41.17593,160.63724,20.43107,36.71219,174.43776,-110.47029,19.88519,170.94644,-17.78085,52.25286,194.124,-44.77632,28.5767,189.15629,36.82622,55.96865,196.2215,-39.48981,31.47751,192.36464,41.9718,50.06196,201.23095,-64.19524,19.37622,196.20934,27.05688
frame1(17).jpg,Down,153.44584,128.80411,-62.70548,154.67426,126.69498,-56.80091,155.68181,126.66274,-56.80394,156.70963,126.61131,-56.8487,151.55722,126.99462,-56.85676,150.49668,127.11872,-56.81705,149.46458,127.26465,-56.8185,158.24896,128.36342,-27.96307,148.12569,129.17903,-27.35271,155.62268,131.94772,-52.81728,151.78433,132.28819,-52.64964,168.65079,145.34413,-22.51717,141.07504,146.95988,-15.30003,173.6016,164.287,-41.91454,141.10127,164.94269,-29.07013,174.12834,164.29293,-106.07742,131.48171,166.63153,-86.3974,175.3418,165.36058,-117.78448,127.73246,167.74461,-94.38466,174.36905,162.72174,-120.14348,126.57235,165.51155,-99.76674,173.0087,162.23375,-108.49391,128.87928,165.21747,-89.90614,165.3054,180.18956,-2.20001,147.76822,181.61878,2.43091,179.76877,185.97813,-80.3587,130.75321,188.53345,-72.37282,170.01261,189.12839,-17.74001,154.72214,189.80754,-26.0178,169.10172,187.69217,-9.82195,156.87159,187.72834,-20.25311,164.96316,190.06643,-19.32946,164.56459,189.41436,-31.1599
frame1(2).jpg,Down,123.20951,131.09309,-65.88445,124.03574,128.67851,-61.51161,124.79242,128.6544,-61.49829,125.57338,128.61532,-61.4758,121.60519,128.65074,-63.17695,120.67402,128.55465,-63.14615,119.73353,128.47809,-63.15488,125.88169,129.11433,-30.03633,117.67691,128.86291,-38.28869,124.19591,133.08865,-53.8274,121.07894,132.97131,-56.05703,130.29133,138.68369,-14.1089,109.12305,138.50687,-26.85181,132.17069,150.73907,-40.06841,103.07355,153.86078,-60.74528,137.62953,155.79047,-97.77034,104.85781,158.01662,-116.30772,140.78518,157.71842,-111.23666,104.43406,159.97194,-129.94722,139.41816,156.91331,-115.08103,106.61768,158.00949,-132.34069,137.56834,156.44472,-101.37476,107.51591,157.59006,-118.4658,123.37776,166.72132,6.0287,110.66692,167.14694,-5.94734,138.7889,172.90273,-59.41611,107.22133,171.2491,-91.36532,130.29246,186.16236,8.05777,102.99345,187.94147,-23.8219,126.44506,187.89414,13.58119,103.01149,189.40563,-17.848,135.85538,195.20594,-5.64245,101.05593,198.29268,-41.56772
